source_global_id,target_global_id,scenario_id,edge_scope,relationship,label,source_diagram,target_diagram
enterprise_v3_0000::DC-RTR-01,enterprise_v3_0000::DC-FW-02,enterprise_v3_0000,local,routes_to,Backup,datacenter_topology,datacenter_topology
enterprise_v3_0000::DC-FW-01,enterprise_v3_0000::DC-CORE-SW-01,enterprise_v3_0000,local,secured_by,DMZ,datacenter_topology,datacenter_topology
enterprise_v3_0000::DC-FW-02,enterprise_v3_0000::DC-CORE-SW-02,enterprise_v3_0000,local,secured_by,VPN,datacenter_topology,datacenter_topology
enterprise_v3_0000::DC-CORE-SW-01,enterprise_v3_0000::DC-AGG-SW-01,enterprise_v3_0000,local,connected_to,10G,datacenter_topology,datacenter_topology
enterprise_v3_0000::DC-CORE-SW-02,enterprise_v3_0000::DC-AGG-SW-01,enterprise_v3_0000,local,connected_to,10G,datacenter_topology,datacenter_topology
enterprise_v3_0000::DC-AGG-SW-01,enterprise_v3_0000::DC-SRV-01,enterprise_v3_0000,local,connected_to,VLAN,datacenter_topology,datacenter_topology
enterprise_v3_0000::DC-AGG-SW-01,enterprise_v3_0000::DC-SRV-02,enterprise_v3_0000,local,connected_to,VLAN,datacenter_topology,datacenter_topology
enterprise_v3_0000::DC-AGG-SW-01,enterprise_v3_0000::DC-SRV-03,enterprise_v3_0000,local,connected_to,VLAN,datacenter_topology,datacenter_topology
enterprise_v3_0000::DC-CORE-SW-01,enterprise_v3_0000::APP-LB-01,enterprise_v3_0000,local,routes_to,HTTPS,app_db_topology,app_db_topology
enterprise_v3_0000::DC-AGG-SW-01,enterprise_v3_0000::APP-LB-01,enterprise_v3_0000,local,routes_to,10G,app_db_topology,app_db_topology
enterprise_v3_0000::APP-LB-01,enterprise_v3_0000::APP-01,enterprise_v3_0000,local,serves,HTTPS,app_db_topology,app_db_topology
enterprise_v3_0000::APP-01,enterprise_v3_0000::DB-MASTER,enterprise_v3_0000,local,depends_on,JDBC,app_db_topology,app_db_topology
enterprise_v3_0000::APP-01,enterprise_v3_0000::DB-CACHE-01,enterprise_v3_0000,local,depends_on,API,app_db_topology,app_db_topology
enterprise_v3_0000::APP-01,enterprise_v3_0000::SERVICE-API-01,enterprise_v3_0000,local,depends_on,API,app_db_topology,app_db_topology
enterprise_v3_0000::APP-LB-01,enterprise_v3_0000::APP-02,enterprise_v3_0000,local,serves,HTTPS,app_db_topology,app_db_topology
enterprise_v3_0000::APP-02,enterprise_v3_0000::DB-MASTER,enterprise_v3_0000,local,depends_on,JDBC,app_db_topology,app_db_topology
enterprise_v3_0000::APP-02,enterprise_v3_0000::DB-CACHE-01,enterprise_v3_0000,local,depends_on,API,app_db_topology,app_db_topology
enterprise_v3_0000::APP-02,enterprise_v3_0000::SERVICE-API-01,enterprise_v3_0000,local,depends_on,API,app_db_topology,app_db_topology
enterprise_v3_0000::APP-LB-01,enterprise_v3_0000::APP-03,enterprise_v3_0000,local,serves,HTTPS,app_db_topology,app_db_topology
enterprise_v3_0000::APP-03,enterprise_v3_0000::DB-MASTER,enterprise_v3_0000,local,depends_on,JDBC,app_db_topology,app_db_topology
enterprise_v3_0000::APP-03,enterprise_v3_0000::DB-CACHE-01,enterprise_v3_0000,local,depends_on,API,app_db_topology,app_db_topology
enterprise_v3_0000::APP-03,enterprise_v3_0000::SERVICE-API-01,enterprise_v3_0000,local,depends_on,API,app_db_topology,app_db_topology
enterprise_v3_0000::SERVICE-API-01,enterprise_v3_0000::IAM-01,enterprise_v3_0000,local,depends_on,LDAP/IAM,app_db_topology,app_db_topology
enterprise_v3_0000::APP-01,enterprise_v3_0000::DNS-01,enterprise_v3_0000,local,depends_on,DNS,app_db_topology,app_db_topology
enterprise_v3_0000::DB-MASTER,enterprise_v3_0000::DB-REPLICA-01,enterprise_v3_0000,local,connected_to,DB Link,app_db_topology,app_db_topology
enterprise_v3_0000::DB-MASTER,enterprise_v3_0000::DB-REPLICA-02,enterprise_v3_0000,local,connected_to,DB Link,app_db_topology,app_db_topology
enterprise_v3_0000::AD-01,enterprise_v3_0000::IAM-01,enterprise_v3_0000,local,connected_to,LDAP,shared_services_topology,shared_services_topology
enterprise_v3_0000::IAM-01,enterprise_v3_0000::MON-01,enterprise_v3_0000,local,monitored_by,API,shared_services_topology,shared_services_topology
enterprise_v3_0000::DNS-01,enterprise_v3_0000::NTP-01,enterprise_v3_0000,local,connected_to,NTP,shared_services_topology,shared_services_topology
enterprise_v3_0000::MON-01,enterprise_v3_0000::SYSLOG-01,enterprise_v3_0000,local,depends_on,Syslog,shared_services_topology,shared_services_topology
enterprise_v3_0000::APP-01,enterprise_v3_0000::IAM-01,enterprise_v3_0000,local,depends_on,OAuth,shared_services_topology,shared_services_topology
enterprise_v3_0000::BR-APP-01,enterprise_v3_0000::DNS-01,enterprise_v3_0000,local,depends_on,DNS,shared_services_topology,shared_services_topology
enterprise_v3_0000::BR-RTR-01,enterprise_v3_0000::WAN-PE-01,enterprise_v3_0000,cross_diagram,connected_to,MPLS-L3VPN,branch_topology,wan_topology
enterprise_v3_0000::WAN-MPLS-CORE,enterprise_v3_0000::WAN-MPLS-CORE,enterprise_v3_0000,cross_diagram,shared_entity,same-node,branch_topology,wan_topology
enterprise_v3_0000::WAN-PE-02,enterprise_v3_0000::DC-RTR-01,enterprise_v3_0000,cross_diagram,connected_to,MPLS-L3VPN,wan_topology,datacenter_topology
enterprise_v3_0000::DC-CORE-SW-01,enterprise_v3_0000::DC-CORE-SW-01,enterprise_v3_0000,cross_diagram,shared_entity,same-node,datacenter_topology,app_db_topology
enterprise_v3_0000::DC-CORE-SW-01,enterprise_v3_0000::APP-LB-01,enterprise_v3_0000,cross_diagram,routes_to,HTTPS,datacenter_topology,app_db_topology
enterprise_v3_0000::DC-AGG-SW-01,enterprise_v3_0000::APP-LB-01,enterprise_v3_0000,cross_diagram,routes_to,10G,datacenter_topology,app_db_topology
enterprise_v3_0000::BR-RTR-01,enterprise_v3_0000::DNS-01,enterprise_v3_0000,cross_diagram,depends_on,DNS,branch_topology,shared_services_topology
enterprise_v3_0000::APP-LB-01,enterprise_v3_0000::IAM-01,enterprise_v3_0000,cross_diagram,depends_on,Auth,app_db_topology,shared_services_topology
enterprise_v3_0000::APP-01,enterprise_v3_0000::IAM-01,enterprise_v3_0000,cross_diagram,depends_on,LDAP/IAM,app_db_topology,shared_services_topology
enterprise_v3_0000::APP-01,enterprise_v3_0000::DNS-01,enterprise_v3_0000,cross_diagram,depends_on,DNS,app_db_topology,shared_services_topology
enterprise_v3_0000::DB-MASTER,enterprise_v3_0000::MON-01,enterprise_v3_0000,cross_diagram,depends_on,Monitor,app_db_topology,shared_services_topology
enterprise_v3_0000::BR-RTR-01,enterprise_v3_0000::WAN-PE-01,enterprise_v3_0000,cross_diagram,connected_to,MPLS-L3VPN,branch_topology,wan_topology
enterprise_v3_0000::WAN-MPLS-CORE,enterprise_v3_0000::WAN-MPLS-CORE,enterprise_v3_0000,cross_diagram,shared_entity,same-node,branch_topology,wan_topology
enterprise_v3_0000::WAN-PE-02,enterprise_v3_0000::DC-RTR-01,enterprise_v3_0000,cross_diagram,connected_to,MPLS-L3VPN,wan_topology,datacenter_topology
enterprise_v3_0000::DC-CORE-SW-01,enterprise_v3_0000::DC-CORE-SW-01,enterprise_v3_0000,cross_diagram,shared_entity,same-node,datacenter_topology,app_db_topology
enterprise_v3_0000::DC-CORE-SW-01,enterprise_v3_0000::APP-LB-01,enterprise_v3_0000,cross_diagram,routes_to,HTTPS,datacenter_topology,app_db_topology
enterprise_v3_0000::DC-AGG-SW-01,enterprise_v3_0000::APP-LB-01,enterprise_v3_0000,cross_diagram,routes_to,10G,datacenter_topology,app_db_topology
enterprise_v3_0000::BR-RTR-01,enterprise_v3_0000::DNS-01,enterprise_v3_0000,cross_diagram,depends_on,DNS,branch_topology,shared_services_topology
enterprise_v3_0000::APP-LB-01,enterprise_v3_0000::IAM-01,enterprise_v3_0000,cross_diagram,depends_on,Auth,app_db_topology,shared_services_topology
enterprise_v3_0000::APP-01,enterprise_v3_0000::IAM-01,enterprise_v3_0000,cross_diagram,depends_on,LDAP/IAM,app_db_topology,shared_services_topology
enterprise_v3_0000::APP-01,enterprise_v3_0000::DNS-01,enterprise_v3_0000,cross_diagram,depends_on,DNS,app_db_topology,shared_services_topology
enterprise_v3_0000::DB-MASTER,enterprise_v3_0000::MON-01,enterprise_v3_0000,cross_diagram,depends_on,Monitor,app_db_topology,shared_services_topology
enterprise_v3_0001::WAN-MPLS-CORE,enterprise_v3_0001::BR-RTR-01,enterprise_v3_0001,local,wan_dependency,MPLS,branch_topology,branch_topology
enterprise_v3_0001::BR-RTR-01,enterprise_v3_0001::BR-FW-01,enterprise_v3_0001,local,routes_to,VPN,branch_topology,branch_topology
enterprise_v3_0001::BR-FW-01,enterprise_v3_0001::BR-SW-01,enterprise_v3_0001,local,secured_by,LAN,branch_topology,branch_topology
enterprise_v3_0001::BR-SW-01,enterprise_v3_0001::BR-APP-01,enterprise_v3_0001,local,serves,HTTPS,branch_topology,branch_topology
enterprise_v3_0001::BR-SW-01,enterprise_v3_0001::BR-WRK-01,enterprise_v3_0001,local,connected_to,Access,branch_topology,branch_topology
enterprise_v3_0001::BR-SW-01,enterprise_v3_0001::BR-WRK-02,enterprise_v3_0001,local,connected_to,Access,branch_topology,branch_topology
enterprise_v3_0001::BR-SW-01,enterprise_v3_0001::BR-WRK-03,enterprise_v3_0001,local,connected_to,Access,branch_topology,branch_topology
enterprise_v3_0001::WAN-ISP-01,enterprise_v3_0001::WAN-MPLS-CORE,enterprise_v3_0001,local,routes_to,BGP,wan_topology,wan_topology
enterprise_v3_0001::WAN-ISP-02,enterprise_v3_0001::WAN-MPLS-CORE,enterprise_v3_0001,local,routes_to,BGP,wan_topology,wan_topology
enterprise_v3_0001::WAN-MPLS-CORE,enterprise_v3_0001::WAN-PE-01,enterprise_v3_0001,local,routes_to,MPLS,wan_topology,wan_topology
enterprise_v3_0001::WAN-MPLS-CORE,enterprise_v3_0001::WAN-PE-02,enterprise_v3_0001,local,routes_to,MPLS,wan_topology,wan_topology
enterprise_v3_0001::WAN-PE-01,enterprise_v3_0001::BR-RTR-01,enterprise_v3_0001,local,connected_to,L3VPN,wan_topology,wan_topology
enterprise_v3_0001::WAN-PE-02,enterprise_v3_0001::DC-RTR-01,enterprise_v3_0001,local,connected_to,L3VPN,wan_topology,wan_topology
enterprise_v3_0001::DC-RTR-01,enterprise_v3_0001::DC-FW-01,enterprise_v3_0001,local,routes_to,DC Edge,wan_topology,wan_topology
enterprise_v3_0001::DC-RTR-01,enterprise_v3_0001::DC-FW-01,enterprise_v3_0001,local,routes_to,MPLS,datacenter_topology,datacenter_topology
enterprise_v3_0001::DC-RTR-01,enterprise_v3_0001::DC-FW-02,enterprise_v3_0001,local,routes_to,Backup,datacenter_topology,datacenter_topology
enterprise_v3_0001::DC-FW-01,enterprise_v3_0001::DC-CORE-SW-01,enterprise_v3_0001,local,secured_by,DMZ,datacenter_topology,datacenter_topology
enterprise_v3_0001::DC-FW-02,enterprise_v3_0001::DC-CORE-SW-02,enterprise_v3_0001,local,secured_by,VPN,datacenter_topology,datacenter_topology
enterprise_v3_0001::DC-CORE-SW-01,enterprise_v3_0001::DC-AGG-SW-01,enterprise_v3_0001,local,connected_to,10G,datacenter_topology,datacenter_topology
enterprise_v3_0001::DC-CORE-SW-02,enterprise_v3_0001::DC-AGG-SW-01,enterprise_v3_0001,local,connected_to,10G,datacenter_topology,datacenter_topology
enterprise_v3_0001::DC-AGG-SW-01,enterprise_v3_0001::DC-SRV-01,enterprise_v3_0001,local,connected_to,VLAN,datacenter_topology,datacenter_topology
enterprise_v3_0001::DC-AGG-SW-01,enterprise_v3_0001::DC-SRV-02,enterprise_v3_0001,local,connected_to,VLAN,datacenter_topology,datacenter_topology
enterprise_v3_0001::DC-AGG-SW-01,enterprise_v3_0001::DC-SRV-03,enterprise_v3_0001,local,connected_to,VLAN,datacenter_topology,datacenter_topology
enterprise_v3_0001::DC-CORE-SW-01,enterprise_v3_0001::APP-LB-01,enterprise_v3_0001,local,routes_to,HTTPS,app_db_topology,app_db_topology
enterprise_v3_0001::DC-AGG-SW-01,enterprise_v3_0001::APP-LB-01,enterprise_v3_0001,local,routes_to,10G,app_db_topology,app_db_topology
enterprise_v3_0001::APP-LB-01,enterprise_v3_0001::APP-01,enterprise_v3_0001,local,serves,HTTPS,app_db_topology,app_db_topology
enterprise_v3_0001::APP-01,enterprise_v3_0001::DB-MASTER,enterprise_v3_0001,local,depends_on,JDBC,app_db_topology,app_db_topology
enterprise_v3_0001::APP-01,enterprise_v3_0001::DB-CACHE-01,enterprise_v3_0001,local,depends_on,API,app_db_topology,app_db_topology
enterprise_v3_0001::APP-01,enterprise_v3_0001::SERVICE-API-01,enterprise_v3_0001,local,depends_on,API,app_db_topology,app_db_topology
enterprise_v3_0001::APP-LB-01,enterprise_v3_0001::APP-02,enterprise_v3_0001,local,serves,HTTPS,app_db_topology,app_db_topology
enterprise_v3_0001::APP-02,enterprise_v3_0001::DB-MASTER,enterprise_v3_0001,local,depends_on,JDBC,app_db_topology,app_db_topology
enterprise_v3_0001::APP-02,enterprise_v3_0001::DB-CACHE-01,enterprise_v3_0001,local,depends_on,API,app_db_topology,app_db_topology
enterprise_v3_0001::APP-02,enterprise_v3_0001::SERVICE-API-01,enterprise_v3_0001,local,depends_on,API,app_db_topology,app_db_topology
enterprise_v3_0001::SERVICE-API-01,enterprise_v3_0001::IAM-01,enterprise_v3_0001,local,depends_on,LDAP/IAM,app_db_topology,app_db_topology
enterprise_v3_0001::APP-01,enterprise_v3_0001::DNS-01,enterprise_v3_0001,local,depends_on,DNS,app_db_topology,app_db_topology
enterprise_v3_0001::DB-MASTER,enterprise_v3_0001::DB-REPLICA-01,enterprise_v3_0001,local,connected_to,DB Link,app_db_topology,app_db_topology
enterprise_v3_0001::AD-01,enterprise_v3_0001::IAM-01,enterprise_v3_0001,local,connected_to,LDAP,shared_services_topology,shared_services_topology
enterprise_v3_0001::IAM-01,enterprise_v3_0001::MON-01,enterprise_v3_0001,local,monitored_by,API,shared_services_topology,shared_services_topology
enterprise_v3_0001::DNS-01,enterprise_v3_0001::NTP-01,enterprise_v3_0001,local,connected_to,NTP,shared_services_topology,shared_services_topology
enterprise_v3_0001::MON-01,enterprise_v3_0001::SYSLOG-01,enterprise_v3_0001,local,depends_on,Syslog,shared_services_topology,shared_services_topology
enterprise_v3_0001::APP-01,enterprise_v3_0001::IAM-01,enterprise_v3_0001,local,depends_on,OAuth,shared_services_topology,shared_services_topology
enterprise_v3_0001::BR-APP-01,enterprise_v3_0001::DNS-01,enterprise_v3_0001,local,depends_on,DNS,shared_services_topology,shared_services_topology
enterprise_v3_0001::BR-RTR-01,enterprise_v3_0001::WAN-PE-01,enterprise_v3_0001,cross_diagram,connected_to,MPLS-L3VPN,branch_topology,wan_topology
enterprise_v3_0001::WAN-MPLS-CORE,enterprise_v3_0001::WAN-MPLS-CORE,enterprise_v3_0001,cross_diagram,shared_entity,same-node,branch_topology,wan_topology
enterprise_v3_0001::WAN-PE-02,enterprise_v3_0001::DC-RTR-01,enterprise_v3_0001,cross_diagram,connected_to,MPLS-L3VPN,wan_topology,datacenter_topology
enterprise_v3_0001::DC-CORE-SW-01,enterprise_v3_0001::DC-CORE-SW-01,enterprise_v3_0001,cross_diagram,shared_entity,same-node,datacenter_topology,app_db_topology
enterprise_v3_0001::DC-CORE-SW-01,enterprise_v3_0001::APP-LB-01,enterprise_v3_0001,cross_diagram,routes_to,HTTPS,datacenter_topology,app_db_topology
enterprise_v3_0001::DC-AGG-SW-01,enterprise_v3_0001::APP-LB-01,enterprise_v3_0001,cross_diagram,routes_to,10G,datacenter_topology,app_db_topology
enterprise_v3_0001::BR-RTR-01,enterprise_v3_0001::DNS-01,enterprise_v3_0001,cross_diagram,depends_on,DNS,branch_topology,shared_services_topology
enterprise_v3_0001::APP-LB-01,enterprise_v3_0001::IAM-01,enterprise_v3_0001,cross_diagram,depends_on,Auth,app_db_topology,shared_services_topology
enterprise_v3_0001::APP-01,enterprise_v3_0001::IAM-01,enterprise_v3_0001,cross_diagram,depends_on,LDAP/IAM,app_db_topology,shared_services_topology
enterprise_v3_0001::APP-01,enterprise_v3_0001::DNS-01,enterprise_v3_0001,cross_diagram,depends_on,DNS,app_db_topology,shared_services_topology
enterprise_v3_0001::DB-MASTER,enterprise_v3_0001::MON-01,enterprise_v3_0001,cross_diagram,depends_on,Monitor,app_db_topology,shared_services_topology
enterprise_v3_0001::BR-RTR-01,enterprise_v3_0001::WAN-PE-01,enterprise_v3_0001,cross_diagram,connected_to,MPLS-L3VPN,branch_topology,wan_topology
enterprise_v3_0001::WAN-MPLS-CORE,enterprise_v3_0001::WAN-MPLS-CORE,enterprise_v3_0001,cross_diagram,shared_entity,same-node,branch_topology,wan_topology
enterprise_v3_0001::WAN-PE-02,enterprise_v3_0001::DC-RTR-01,enterprise_v3_0001,cross_diagram,connected_to,MPLS-L3VPN,wan_topology,datacenter_topology
enterprise_v3_0001::DC-CORE-SW-01,enterprise_v3_0001::DC-CORE-SW-01,enterprise_v3_0001,cross_diagram,shared_entity,same-node,datacenter_topology,app_db_topology
enterprise_v3_0001::DC-CORE-SW-01,enterprise_v3_0001::APP-LB-01,enterprise_v3_0001,cross_diagram,routes_to,HTTPS,datacenter_topology,app_db_topology
enterprise_v3_0001::DC-AGG-SW-01,enterprise_v3_0001::APP-LB-01,enterprise_v3_0001,cross_diagram,routes_to,10G,datacenter_topology,app_db_topology
enterprise_v3_0001::BR-RTR-01,enterprise_v3_0001::DNS-01,enterprise_v3_0001,cross_diagram,depends_on,DNS,branch_topology,shared_services_topology
enterprise_v3_0001::APP-LB-01,enterprise_v3_0001::IAM-01,enterprise_v3_0001,cross_diagram,depends_on,Auth,app_db_topology,shared_services_topology
enterprise_v3_0001::APP-01,enterprise_v3_0001::IAM-01,enterprise_v3_0001,cross_diagram,depends_on,LDAP/IAM,app_db_topology,shared_services_topology
enterprise_v3_0001::APP-01,enterprise_v3_0001::DNS-01,enterprise_v3_0001,cross_diagram,depends_on,DNS,app_db_topology,shared_services_topology
enterprise_v3_0001::DB-MASTER,enterprise_v3_0001::MON-01,enterprise_v3_0001,cross_diagram,depends_on,Monitor,app_db_topology,shared_services_topology
enterprise_v3_0002::WAN-MPLS-CORE,enterprise_v3_0002::BR-RTR-01,enterprise_v3_0002,local,wan_dependency,MPLS,branch_topology,branch_topology
enterprise_v3_0002::BR-RTR-01,enterprise_v3_0002::BR-FW-01,enterprise_v3_0002,local,routes_to,VPN,branch_topology,branch_topology
enterprise_v3_0002::BR-FW-01,enterprise_v3_0002::BR-SW-01,enterprise_v3_0002,local,secured_by,LAN,branch_topology,branch_topology
enterprise_v3_0002::BR-SW-01,enterprise_v3_0002::BR-APP-01,enterprise_v3_0002,local,serves,HTTPS,branch_topology,branch_topology
enterprise_v3_0002::BR-SW-01,enterprise_v3_0002::BR-WRK-01,enterprise_v3_0002,local,connected_to,Access,branch_topology,branch_topology
enterprise_v3_0002::BR-SW-01,enterprise_v3_0002::BR-WRK-02,enterprise_v3_0002,local,connected_to,Access,branch_topology,branch_topology
enterprise_v3_0002::BR-SW-01,enterprise_v3_0002::BR-WRK-03,enterprise_v3_0002,local,connected_to,Access,branch_topology,branch_topology
enterprise_v3_0002::BR-SW-01,enterprise_v3_0002::BR-WRK-04,enterprise_v3_0002,local,connected_to,Access,branch_topology,branch_topology
enterprise_v3_0002::WAN-ISP-01,enterprise_v3_0002::WAN-MPLS-CORE,enterprise_v3_0002,local,routes_to,BGP,wan_topology,wan_topology
enterprise_v3_0002::WAN-ISP-02,enterprise_v3_0002::WAN-MPLS-CORE,enterprise_v3_0002,local,routes_to,BGP,wan_topology,wan_topology
enterprise_v3_0002::WAN-MPLS-CORE,enterprise_v3_0002::WAN-PE-01,enterprise_v3_0002,local,routes_to,MPLS,wan_topology,wan_topology
enterprise_v3_0002::WAN-MPLS-CORE,enterprise_v3_0002::WAN-PE-02,enterprise_v3_0002,local,routes_to,MPLS,wan_topology,wan_topology
enterprise_v3_0002::WAN-PE-01,enterprise_v3_0002::BR-RTR-01,enterprise_v3_0002,local,connected_to,L3VPN,wan_topology,wan_topology
enterprise_v3_0002::WAN-PE-02,enterprise_v3_0002::DC-RTR-01,enterprise_v3_0002,local,connected_to,L3VPN,wan_topology,wan_topology
enterprise_v3_0002::DC-RTR-01,enterprise_v3_0002::DC-FW-01,enterprise_v3_0002,local,routes_to,DC Edge,wan_topology,wan_topology
enterprise_v3_0002::DC-RTR-01,enterprise_v3_0002::DC-FW-01,enterprise_v3_0002,local,routes_to,MPLS,datacenter_topology,datacenter_topology
enterprise_v3_0002::DC-RTR-01,enterprise_v3_0002::DC-FW-02,enterprise_v3_0002,local,routes_to,Backup,datacenter_topology,datacenter_topology
enterprise_v3_0002::DC-FW-01,enterprise_v3_0002::DC-CORE-SW-01,enterprise_v3_0002,local,secured_by,DMZ,datacenter_topology,datacenter_topology
enterprise_v3_0002::DC-FW-02,enterprise_v3_0002::DC-CORE-SW-02,enterprise_v3_0002,local,secured_by,VPN,datacenter_topology,datacenter_topology
enterprise_v3_0002::DC-CORE-SW-01,enterprise_v3_0002::DC-AGG-SW-01,enterprise_v3_0002,local,connected_to,10G,datacenter_topology,datacenter_topology
enterprise_v3_0002::DC-CORE-SW-02,enterprise_v3_0002::DC-AGG-SW-01,enterprise_v3_0002,local,connected_to,10G,datacenter_topology,datacenter_topology
enterprise_v3_0002::DC-AGG-SW-01,enterprise_v3_0002::DC-SRV-01,enterprise_v3_0002,local,connected_to,VLAN,datacenter_topology,datacenter_topology
enterprise_v3_0002::DC-AGG-SW-01,enterprise_v3_0002::DC-SRV-02,enterprise_v3_0002,local,connected_to,VLAN,datacenter_topology,datacenter_topology
enterprise_v3_0002::DC-AGG-SW-01,enterprise_v3_0002::DC-SRV-03,enterprise_v3_0002,local,connected_to,VLAN,datacenter_topology,datacenter_topology
enterprise_v3_0002::DC-CORE-SW-01,enterprise_v3_0002::APP-LB-01,enterprise_v3_0002,local,routes_to,HTTPS,app_db_topology,app_db_topology
enterprise_v3_0002::DC-AGG-SW-01,enterprise_v3_0002::APP-LB-01,enterprise_v3_0002,local,routes_to,10G,app_db_topology,app_db_topology
enterprise_v3_0002::APP-LB-01,enterprise_v3_0002::APP-01,enterprise_v3_0002,local,serves,HTTPS,app_db_topology,app_db_topology
enterprise_v3_0002::APP-01,enterprise_v3_0002::DB-MASTER,enterprise_v3_0002,local,depends_on,JDBC,app_db_topology,app_db_topology
enterprise_v3_0002::APP-01,enterprise_v3_0002::DB-CACHE-01,enterprise_v3_0002,local,depends_on,API,app_db_topology,app_db_topology
enterprise_v3_0002::APP-01,enterprise_v3_0002::SERVICE-API-01,enterprise_v3_0002,local,depends_on,API,app_db_topology,app_db_topology
enterprise_v3_0002::APP-LB-01,enterprise_v3_0002::APP-02,enterprise_v3_0002,local,serves,HTTPS,app_db_topology,app_db_topology
enterprise_v3_0002::APP-02,enterprise_v3_0002::DB-MASTER,enterprise_v3_0002,local,depends_on,JDBC,app_db_topology,app_db_topology
enterprise_v3_0002::APP-02,enterprise_v3_0002::DB-CACHE-01,enterprise_v3_0002,local,depends_on,API,app_db_topology,app_db_topology
enterprise_v3_0002::APP-02,enterprise_v3_0002::SERVICE-API-01,enterprise_v3_0002,local,depends_on,API,app_db_topology,app_db_topology
enterprise_v3_0002::SERVICE-API-01,enterprise_v3_0002::IAM-01,enterprise_v3_0002,local,depends_on,LDAP/IAM,app_db_topology,app_db_topology
enterprise_v3_0002::APP-01,enterprise_v3_0002::DNS-01,enterprise_v3_0002,local,depends_on,DNS,app_db_topology,app_db_topology
enterprise_v3_0002::DB-MASTER,enterprise_v3_0002::DB-REPLICA-01,enterprise_v3_0002,local,connected_to,DB Link,app_db_topology,app_db_topology
enterprise_v3_0002::AD-01,enterprise_v3_0002::IAM-01,enterprise_v3_0002,local,connected_to,LDAP,shared_services_topology,shared_services_topology
enterprise_v3_0002::IAM-01,enterprise_v3_0002::MON-01,enterprise_v3_0002,local,monitored_by,API,shared_services_topology,shared_services_topology
enterprise_v3_0002::DNS-01,enterprise_v3_0002::NTP-01,enterprise_v3_0002,local,connected_to,NTP,shared_services_topology,shared_services_topology
enterprise_v3_0002::MON-01,enterprise_v3_0002::SYSLOG-01,enterprise_v3_0002,local,depends_on,Syslog,shared_services_topology,shared_services_topology
enterprise_v3_0002::APP-01,enterprise_v3_0002::IAM-01,enterprise_v3_0002,local,depends_on,OAuth,shared_services_topology,shared_services_topology
enterprise_v3_0002::BR-APP-01,enterprise_v3_0002::DNS-01,enterprise_v3_0002,local,depends_on,DNS,shared_services_topology,shared_services_topology
enterprise_v3_0002::BR-RTR-01,enterprise_v3_0002::WAN-PE-01,enterprise_v3_0002,cross_diagram,connected_to,MPLS-L3VPN,branch_topology,wan_topology
enterprise_v3_0002::WAN-MPLS-CORE,enterprise_v3_0002::WAN-MPLS-CORE,enterprise_v3_0002,cross_diagram,shared_entity,same-node,branch_topology,wan_topology
enterprise_v3_0002::WAN-PE-02,enterprise_v3_0002::DC-RTR-01,enterprise_v3_0002,cross_diagram,connected_to,MPLS-L3VPN,wan_topology,datacenter_topology
