split,scenario_id,diagram_id,diagram_type,image_exists,width,height,object_count,connector_count,invalid_class_count,malformed_bbox_count,out_of_bounds_bbox_count,tiny_bbox_count,suspicious_large_bbox_count,very_large_bbox_count,suspicious_wide_bbox_count,suspicious_tall_bbox_count,missing_object_id_count,missing_label_text_count,malformed_connector_count,suspicious_long_connector_count,possible_cross_diagram_connector_count,max_bbox_area_ratio,max_connector_length_ratio,suspicious_score,annotation_path,image_path
train,enterprise_v3_0002,app_db_topology,app_db_topology,True,1400,900,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.389352,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0002\annotations\app_db_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0002\diagrams\app_db_topology.png
train,enterprise_v3_0002,branch_topology,branch_topology,True,1400,900,9,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00367,0.296956,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0002\annotations\branch_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0002\diagrams\branch_topology.png
train,enterprise_v3_0002,datacenter_topology,datacenter_topology,True,1400,900,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.288585,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0002\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0002\diagrams\datacenter_topology.png
train,enterprise_v3_0002,shared_services_topology,shared_services_topology,True,1400,900,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.476188,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0002\annotations\shared_services_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0002\diagrams\shared_services_topology.png
train,enterprise_v3_0002,wan_topology,wan_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.30934,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0002\annotations\wan_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0002\diagrams\wan_topology.png
train,enterprise_v3_0003,app_db_topology,app_db_topology,True,1400,900,12,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00367,0.481245,4,datasets\infragraph_v3\scenarios\train\enterprise_v3_0003\annotations\app_db_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0003\diagrams\app_db_topology.png
train,enterprise_v3_0003,branch_topology,branch_topology,True,1400,900,9,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00367,0.296956,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0003\annotations\branch_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0003\diagrams\branch_topology.png
train,enterprise_v3_0003,datacenter_topology,datacenter_topology,True,1400,900,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.288585,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0003\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0003\diagrams\datacenter_topology.png
train,enterprise_v3_0003,shared_services_topology,shared_services_topology,True,1400,900,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.476188,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0003\annotations\shared_services_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0003\diagrams\shared_services_topology.png
train,enterprise_v3_0003,wan_topology,wan_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.30934,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0003\annotations\wan_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0003\diagrams\wan_topology.png
train,enterprise_v3_0004,app_db_topology,app_db_topology,True,1400,900,13,18,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00367,0.481245,4,datasets\infragraph_v3\scenarios\train\enterprise_v3_0004\annotations\app_db_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0004\diagrams\app_db_topology.png
train,enterprise_v3_0004,branch_topology,branch_topology,True,1400,900,9,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00367,0.296956,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0004\annotations\branch_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0004\diagrams\branch_topology.png
train,enterprise_v3_0004,datacenter_topology,datacenter_topology,True,1400,900,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.288585,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0004\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0004\diagrams\datacenter_topology.png
train,enterprise_v3_0004,shared_services_topology,shared_services_topology,True,1400,900,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.476188,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0004\annotations\shared_services_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0004\diagrams\shared_services_topology.png
train,enterprise_v3_0004,wan_topology,wan_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.30934,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0004\annotations\wan_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0004\diagrams\wan_topology.png
train,enterprise_v3_0005,app_db_topology,app_db_topology,True,1400,900,12,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00367,0.481245,4,datasets\infragraph_v3\scenarios\train\enterprise_v3_0005\annotations\app_db_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0005\diagrams\app_db_topology.png
train,enterprise_v3_0005,branch_topology,branch_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00367,0.296956,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0005\annotations\branch_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0005\diagrams\branch_topology.png
train,enterprise_v3_0005,datacenter_topology,datacenter_topology,True,1400,900,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.288585,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0005\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0005\diagrams\datacenter_topology.png
train,enterprise_v3_0005,shared_services_topology,shared_services_topology,True,1400,900,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.476188,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0005\annotations\shared_services_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0005\diagrams\shared_services_topology.png
train,enterprise_v3_0005,wan_topology,wan_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.30934,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0005\annotations\wan_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0005\diagrams\wan_topology.png
train,enterprise_v3_0006,app_db_topology,app_db_topology,True,1400,900,13,18,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00367,0.481245,4,datasets\infragraph_v3\scenarios\train\enterprise_v3_0006\annotations\app_db_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0006\diagrams\app_db_topology.png
train,enterprise_v3_0006,branch_topology,branch_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00367,0.296956,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0006\annotations\branch_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0006\diagrams\branch_topology.png
train,enterprise_v3_0006,datacenter_topology,datacenter_topology,True,1400,900,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.288585,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0006\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0006\diagrams\datacenter_topology.png
train,enterprise_v3_0006,shared_services_topology,shared_services_topology,True,1400,900,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.476188,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0006\annotations\shared_services_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0006\diagrams\shared_services_topology.png
train,enterprise_v3_0006,wan_topology,wan_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.30934,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0006\annotations\wan_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0006\diagrams\wan_topology.png
train,enterprise_v3_0007,app_db_topology,app_db_topology,True,1400,900,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.26361,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0007\annotations\app_db_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0007\diagrams\app_db_topology.png
train,enterprise_v3_0007,branch_topology,branch_topology,True,1400,900,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.296956,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0007\annotations\branch_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0007\diagrams\branch_topology.png
train,enterprise_v3_0007,datacenter_topology,datacenter_topology,True,1400,900,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.288585,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0007\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0007\diagrams\datacenter_topology.png
train,enterprise_v3_0008,app_db_topology,app_db_topology,True,1400,900,12,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00367,0.481245,4,datasets\infragraph_v3\scenarios\train\enterprise_v3_0008\annotations\app_db_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0008\diagrams\app_db_topology.png
train,enterprise_v3_0008,branch_topology,branch_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00367,0.296956,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0008\annotations\branch_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0008\diagrams\branch_topology.png
train,enterprise_v3_0008,datacenter_topology,datacenter_topology,True,1400,900,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.298387,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0008\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0008\diagrams\datacenter_topology.png
train,enterprise_v3_0008,shared_services_topology,shared_services_topology,True,1400,900,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.476188,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0008\annotations\shared_services_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0008\diagrams\shared_services_topology.png
train,enterprise_v3_0008,wan_topology,wan_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.30934,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0008\annotations\wan_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0008\diagrams\wan_topology.png
train,enterprise_v3_0009,app_db_topology,app_db_topology,True,1400,900,12,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00367,0.481245,4,datasets\infragraph_v3\scenarios\train\enterprise_v3_0009\annotations\app_db_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0009\diagrams\app_db_topology.png
train,enterprise_v3_0009,branch_topology,branch_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00367,0.296956,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0009\annotations\branch_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0009\diagrams\branch_topology.png
train,enterprise_v3_0009,datacenter_topology,datacenter_topology,True,1400,900,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.288585,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0009\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0009\diagrams\datacenter_topology.png
train,enterprise_v3_0009,shared_services_topology,shared_services_topology,True,1400,900,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.476188,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0009\annotations\shared_services_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0009\diagrams\shared_services_topology.png
train,enterprise_v3_0009,wan_topology,wan_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.30934,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0009\annotations\wan_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0009\diagrams\wan_topology.png
train,enterprise_v3_0010,branch_topology,branch_topology,True,1400,900,9,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00367,0.296956,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0010\annotations\branch_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0010\diagrams\branch_topology.png
train,enterprise_v3_0010,datacenter_topology,datacenter_topology,True,1400,900,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.288585,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0010\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0010\diagrams\datacenter_topology.png
train,enterprise_v3_0010,wan_topology,wan_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.30934,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0010\annotations\wan_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0010\diagrams\wan_topology.png
train,enterprise_v3_0011,app_db_topology,app_db_topology,True,1400,900,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.389352,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0011\annotations\app_db_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0011\diagrams\app_db_topology.png
train,enterprise_v3_0011,branch_topology,branch_topology,True,1400,900,9,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00367,0.296956,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0011\annotations\branch_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0011\diagrams\branch_topology.png
train,enterprise_v3_0011,datacenter_topology,datacenter_topology,True,1400,900,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.298387,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0011\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0011\diagrams\datacenter_topology.png
train,enterprise_v3_0011,shared_services_topology,shared_services_topology,True,1400,900,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.476188,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0011\annotations\shared_services_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0011\diagrams\shared_services_topology.png
train,enterprise_v3_0011,wan_topology,wan_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.30934,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0011\annotations\wan_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0011\diagrams\wan_topology.png
train,enterprise_v3_0012,app_db_topology,app_db_topology,True,1400,900,12,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00367,0.481245,4,datasets\infragraph_v3\scenarios\train\enterprise_v3_0012\annotations\app_db_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0012\diagrams\app_db_topology.png
train,enterprise_v3_0012,branch_topology,branch_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.296956,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0012\annotations\branch_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0012\diagrams\branch_topology.png
train,enterprise_v3_0012,datacenter_topology,datacenter_topology,True,1400,900,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.298387,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0012\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0012\diagrams\datacenter_topology.png
train,enterprise_v3_0012,shared_services_topology,shared_services_topology,True,1400,900,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.476188,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0012\annotations\shared_services_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0012\diagrams\shared_services_topology.png
train,enterprise_v3_0013,branch_topology,branch_topology,True,1400,900,9,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00367,0.296956,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0013\annotations\branch_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0013\diagrams\branch_topology.png
train,enterprise_v3_0013,datacenter_topology,datacenter_topology,True,1400,900,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.298387,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0013\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0013\diagrams\datacenter_topology.png
train,enterprise_v3_0013,wan_topology,wan_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.30934,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0013\annotations\wan_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0013\diagrams\wan_topology.png
train,enterprise_v3_0014,app_db_topology,app_db_topology,True,1400,900,12,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00367,0.481245,4,datasets\infragraph_v3\scenarios\train\enterprise_v3_0014\annotations\app_db_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0014\diagrams\app_db_topology.png
train,enterprise_v3_0014,branch_topology,branch_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00367,0.296956,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0014\annotations\branch_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0014\diagrams\branch_topology.png
train,enterprise_v3_0014,datacenter_topology,datacenter_topology,True,1400,900,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.298387,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0014\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0014\diagrams\datacenter_topology.png
train,enterprise_v3_0014,shared_services_topology,shared_services_topology,True,1400,900,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.476188,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0014\annotations\shared_services_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0014\diagrams\shared_services_topology.png
train,enterprise_v3_0014,wan_topology,wan_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.30934,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0014\annotations\wan_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0014\diagrams\wan_topology.png
train,enterprise_v3_0015,branch_topology,branch_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00367,0.296956,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0015\annotations\branch_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0015\diagrams\branch_topology.png
train,enterprise_v3_0015,datacenter_topology,datacenter_topology,True,1400,900,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.298387,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0015\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0015\diagrams\datacenter_topology.png
train,enterprise_v3_0015,shared_services_topology,shared_services_topology,True,1400,900,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.342133,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0015\annotations\shared_services_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0015\diagrams\shared_services_topology.png
train,enterprise_v3_0015,wan_topology,wan_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.30934,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0015\annotations\wan_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0015\diagrams\wan_topology.png
train,enterprise_v3_0016,branch_topology,branch_topology,True,1400,900,9,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00367,0.296956,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0016\annotations\branch_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0016\diagrams\branch_topology.png
train,enterprise_v3_0016,datacenter_topology,datacenter_topology,True,1400,900,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.298387,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0016\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0016\diagrams\datacenter_topology.png
train,enterprise_v3_0016,wan_topology,wan_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.30934,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0016\annotations\wan_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0016\diagrams\wan_topology.png
train,enterprise_v3_0017,app_db_topology,app_db_topology,True,1400,900,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.26361,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0017\annotations\app_db_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0017\diagrams\app_db_topology.png
train,enterprise_v3_0017,datacenter_topology,datacenter_topology,True,1400,900,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.298387,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0017\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0017\diagrams\datacenter_topology.png
train,enterprise_v3_0017,wan_topology,wan_topology,True,1400,900,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.30934,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0017\annotations\wan_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0017\diagrams\wan_topology.png
train,enterprise_v3_0018,app_db_topology,app_db_topology,True,1400,900,12,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00367,0.481245,4,datasets\infragraph_v3\scenarios\train\enterprise_v3_0018\annotations\app_db_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0018\diagrams\app_db_topology.png
train,enterprise_v3_0018,branch_topology,branch_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00367,0.296956,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0018\annotations\branch_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0018\diagrams\branch_topology.png
train,enterprise_v3_0018,datacenter_topology,datacenter_topology,True,1400,900,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.298387,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0018\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0018\diagrams\datacenter_topology.png
train,enterprise_v3_0018,shared_services_topology,shared_services_topology,True,1400,900,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.476188,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0018\annotations\shared_services_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0018\diagrams\shared_services_topology.png
train,enterprise_v3_0018,wan_topology,wan_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.30934,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0018\annotations\wan_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0018\diagrams\wan_topology.png
